userId,discoveryId,clusterId,score,size,sizePercentage,entropyScore,tag,favNum,likeNum,likeTime,favTime,deviceId,platform,createTime,registerChannel,userBirthday,birthYear,appVersion,deviceModel,osVersion,channel,campaign,frequentCity,latestCity,gender,frequentProvince,latestProvince,userGroup,discoveryUserGroup,discoveryUserId,dtm
60c1c5620000000001009865,60cffd24000000000102740a,1,5,19,0.24050632911392406,0.182568589380033,ab_action_like,0,1,16,NULL,B049611C-D8F5-40BB-B691-3A4307950CDE,iOS,2021-06-10,weibo,1995-01-01,1995,6.96,iPhone 5S,12.5.1,ORGANIC,NULL,昆明,昆明,1,云南,云南,普通用户组,,5fbbc86d00000000010071f7,20210622
60bf2f1b000000000101d1b2,60cffd24000000000102740a,1,5,19,0.24050632911392406,0.182568589380033,ab_action_like,0,1,18,NULL,916DC081-44F1-4F4C-98FD-7372E806F553,iOS,2021-06-08,weibo,1994-01-01,1994,6.96,iPhone 5S,12.4.8,ORGANIC,NULL,扬州,扬州,1,江苏,江苏,普通用户组,,5fbbc86d00000000010071f7,20210622
60c08bdb0000000001002b2a,60cffd24000000000102740a,1,5,19,0.24050632911392406,0.182568589380033,ab_action_like,0,1,19,NULL,53FEDE23-2BBF-44A6-B4E6-0590223BCF44,iOS,2021-06-09,weibo,2000-01-01,2000,6.96,iPhone 5S,12.5.1,ORGANIC,NULL,怀化,怀化,1,湖南,湖南,普通用户组,,5fbbc86d00000000010071f7,20210622
60be1f99000000000100534b,60cffd24000000000102740a,1,5,19,0.24050632911392406,0.182568589380033,ab_action_like,0,1,16,NULL,9E1A4439-834A-46CF-9D42-3B8E2251FCA1,iOS,2021-06-07,weibo,2000-01-01,2000,6.96,iPhone 5S,12.5.1,ORGANIC,NULL,萍乡,萍乡,1,江西,江西,普通用户组,,5fbbc86d00000000010071f7,20210622
60bf1aae000000000100a40f,60cffd24000000000102740a,1,5,19,0.24050632911392406,0.182568589380033,ab_action_like,0,1,2,NULL,DFA29F08-0494-4CF6-BF33-ED07377C12C7,iOS,2021-06-08,weibo,2000-01-01,2000,6.96,iPhone 5S,12.4.8,ORGANIC,NULL,徐州,徐州,1,江苏,江苏,普通用户组,,5fbbc86d00000000010071f7,20210622
60c0ec9d000000000101ca81,60cffd24000000000102740a,1,5,19,0.24050632911392406,0.182568589380033,ab_action_like,0,1,19,NULL,4D972AF8-72ED-4969-9C99-EDF989826EAF,iOS,2021-06-10,weibo,1994-01-01,1994,6.96,iPhone 5S,12.5.1,ORGANIC,NULL,荆州,荆州,1,湖北,湖北,普通用户组,,5fbbc86d00000000010071f7,20210622
60c1c6540000000001001c68,60cffd24000000000102740a,1,5,19,0.24050632911392406,0.182568589380033,ab_action_like,0,1,19,NULL,1BB5CA69-14DA-42D6-8869-9413C6B35A2E,iOS,2021-06-10,weibo,2000-01-01,2000,6.96,iPhone 5S,12.5.2,ORGANIC,NULL,东莞,东莞,0,广东,广东,普通用户组,,5fbbc86d00000000010071f7,20210622
60c2ca130000000001006088,60cffd24000000000102740a,1,5,19,0.24050632911392406,0.182568589380033,ab_action_like,0,1,16,NULL,6E0C599B-D1DD-4E6A-8E91-8BD72899CD11,iOS,2021-06-11,weibo,2000-01-01,2000,6.96,iPhone 5S,12.5.2,ORGANIC,NULL,西宁,西宁,1,青海,青海,普通用户组,,5fbbc86d00000000010071f7,20210622
60bf682d000000000100614b,60cffd24000000000102740a,1,5,19,0.24050632911392406,0.182568589380033,ab_action_like,0,1,16,NULL,1175A270-C115-4312-9FCA-B144BFDEB2E0,iOS,2021-06-08,weibo,2000-01-01,2000,6.96,iPhone 5S,12.5.1,ORGANIC,NULL,南昌,南昌,0,江西,江西,普通用户组,,5fbbc86d00000000010071f7,20210622
60bdeb870000000001008e1b,60cffd24000000000102740a,1,5,19,0.24050632911392406,0.182568589380033,ab_action_like,0,1,19,NULL,5026C7CA-80CC-4ABE-848E-605B5B53805C,iOS,2021-06-07,weibo,1995-01-01,1995,6.96,iPhone 5S,12.5.1,ORGANIC,NULL,桂林,桂林,1,广西,广西,普通用户组,,5fbbc86d00000000010071f7,20210622
60bdeab20000000001008991,60cffd24000000000102740a,1,5,19,0.24050632911392406,0.182568589380033,ab_action_like,0,1,16,NULL,6B0D679E-2A7E-4379-8457-82FCB7E641AC,iOS,2021-06-07,weibo,1995-01-01,1995,6.96,iPhone 5S,12.5.1,ORGANIC,NULL,桂林,桂林,1,广西,广西,普通用户组,,5fbbc86d00000000010071f7,20210622
60c05db60000000001003be3,60cffd24000000000102740a,1,5,19,0.24050632911392406,0.182568589380033,ab_action_like,0,1,18,NULL,BD7FC4E6-9FB1-43C6-A1B3-2557D59E0A6E,iOS,2021-06-09,weibo,2000-01-01,2000,6.96,iPhone 5S,12.5.1,ORGANIC,NULL,上饶,上饶,1,江西,江西,普通用户组,,5fbbc86d00000000010071f7,20210622
60c19f480000000001007ab2,60cffd24000000000102740a,1,5,19,0.24050632911392406,0.182568589380033,ab_action_like,0,1,19,NULL,65C480D3-05A6-4E55-AA17-FB3BF00BC186,iOS,2021-06-10,weibo,2000-01-01,2000,6.96,iPhone 5S,12.5.1,ORGANIC,NULL,荆州,荆州,0,湖北,湖北,普通用户组,,5fbbc86d00000000010071f7,20210622
60be5e07000000000101e149,60cffd24000000000102740a,1,5,19,0.24050632911392406,0.182568589380033,ab_action_like,0,1,19,NULL,31EB3131-F2BF-4BBD-AD30-72451544FEC6,iOS,2021-06-08,weibo,2000-01-01,2000,6.96,iPhone 5S,12.4.8,ORGANIC,NULL,others,银川,0,宁夏,宁夏,普通用户组,,5fbbc86d00000000010071f7,20210622
60be39b00000000001008226,60cffd24000000000102740a,1,5,19,0.24050632911392406,0.182568589380033,ab_action_like,0,1,16,NULL,0908D08C-A46E-46EE-9CB0-FCC4182A04F5,iOS,2021-06-07,weibo,2000-01-01,2000,6.96,iPhone 5S,12.5.3,ORGANIC,NULL,景德镇,景德镇,1,江西,江西,普通用户组,,5fbbc86d00000000010071f7,20210622
60c02b280000000001000c23,60cffd24000000000102740a,1,5,19,0.24050632911392406,0.182568589380033,ab_action_like,0,1,18,NULL,37FF2C87-90DB-4D70-8322-B8A4D113DC75,iOS,2021-06-09,weibo,1994-01-01,1994,6.96,iPhone 5S,12.5.1,ORGANIC,NULL,平顶山,平顶山,0,河南,河南,普通用户组,,5fbbc86d00000000010071f7,20210622
60d1da5d00000000010065f8,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,0,1,21,NULL,8391E625-D727-46DA-B6A4-D4ADB5DBAC5E,iOS,2021-06-22,weixin,1998-01-01,1998,6.95,iPhone 7,10.3.1,NULL,NULL,宿迁,宿迁,1,江苏,江苏,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1e3e40000000001004fa2,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,21,NULL,NULL,NULL,2021-06-22,weixin,2006-01-01,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1ef170000000001001f07,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,0,1,22,NULL,2878B657-ADF3-4CF3-AF79-D73EC00C0289,iOS,2021-06-22,weixin,1997-01-01,1997,6.95,iPhone 11 Pro Max,14.0,NULL,NULL,苏州,苏州,1,江苏,江苏,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1e05b000000000100192f,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,21,NULL,3758721B-370B-4EAC-AC66-99C7509B0A5A,iOS,2021-06-22,weixin,1993-01-01,1993,6.95,iPhone 8,14.0,NULL,NULL,平顶山,平顶山,2,河南,河南,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1d1d300000000010096b2,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,0,1,20,NULL,EA43FF27-74A9-4286-919D-3A841454A93F,iOS,2021-06-22,weixin,1996-01-01,1996,6.95,iPhone 11 Pro Max,14.0,NULL,NULL,焦作,焦作,1,河南,河南,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1c6fe0000000001005fbf,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,19,NULL,ECDB9A0B-CA11-4CA1-B3DB-B4D9EE3F1B67,iOS,2021-06-22,weixin,1995-01-01,1995,6.95,iPhone 11 Pro Max,13.5.1,NULL,NULL,丹东,丹东,1,辽宁,辽宁,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1e643000000000101f6a8,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,21,NULL,NULL,NULL,2021-06-22,weixin,1999-01-01,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1d020000000000101d8cd,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,20,NULL,BA039214-80E4-4BE0-9810-EC61ABAD09FC,iOS,2021-06-22,weixin,1999-01-01,1999,6.95,iPhone XR,13.3.1,NULL,NULL,others,阿克苏地区,2,新疆,新疆,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1cb45000000000101c7c1,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,19,NULL,NULL,NULL,2021-06-22,weixin,1993-01-01,1993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1d823000000000101f681,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,0,1,21,NULL,D904CCD2-FA7F-4236-8100-3D6B16E3EC4F,iOS,2021-06-22,weixin,1992-01-01,1992,6.95,iPhone 7,10.3.2,NULL,NULL,others,湖州,2,浙江,浙江,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1d2ca000000000101e1bf,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,0,1,20,NULL,546A9C0C-29B5-4126-8A16-77B5BE8E4E7E,iOS,2021-06-22,weixin,2000-01-01,2000,6.95,iPhone 11,14.0.1,NULL,NULL,烟台,烟台,1,山东,山东,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1ec060000000001008991,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,0,1,22,NULL,4DFB3C67-F506-4116-9070-C3488F90E741,iOS,2021-06-22,weixin,1998-01-01,1998,6.95,iPhone 8,14.0,NULL,NULL,澳门,澳门,1,澳门,澳门,普通用户组,,5bd6affda31c0d0001023868,20210622
60d200b30000000001002c00,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,23,NULL,E7279CC1-BC13-4A7C-BFFC-7E887E77020F,iOS,2021-06-22,weixin,1998-01-01,1998,6.95,iPhone XR,13.3.1,NULL,NULL,沧州,沧州,2,河北,河北,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1fd2700000000010041f8,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,1,0,NULL,23,CB3DA391-2493-4E0D-A00E-3659826722A1,iOS,2021-06-22,weixin,2001-01-01,2001,6.95,iPhone 8,14.0,NULL,NULL,海口,海口,2,海南,海南,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1eaa40000000001008321,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,21,NULL,NULL,NULL,2021-06-22,weixin,1988-01-01,1988,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1d838000000000100af89,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,20,NULL,EC24DF1C-A215-4D93-826E-901E01301D33,iOS,2021-06-22,weixin,2001-01-01,2001,6.95,iPhone 11 Pro Max,13.5.1,NULL,NULL,邢台,邢台,1,河北,河北,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1d23c000000000101dff1,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,20,NULL,NULL,NULL,2021-06-22,weixin,1987-01-01,1987,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1ea97000000000101caa7,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,0,1,22,NULL,B53FE7DF-C1D0-4A3B-A31D-D825789DF5D3,iOS,2021-06-22,weixin,1998-01-01,1998,6.95,iPhone 11 Pro Max,14.0,NULL,NULL,北京,北京,1,北京,北京,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1d9ac0000000001003bba,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,0,1,20,NULL,D488B69C-F0E3-4007-994F-52DED9077C13,iOS,2021-06-22,weixin,1993-01-01,1993,6.95,iPhone 7 Plus,10.2.1,NULL,NULL,未知,未知,1,中国,中国,普通用户组,,5bd6affda31c0d0001023868,20210622
60d200ce00000000010051dc,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,23,NULL,NULL,NULL,2021-06-22,weixin,1996-01-01,1996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1f732000000000100680a,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,22,NULL,NULL,NULL,2021-06-22,weixin,1989-01-01,1989,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1cc6f0000000001007220,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,19,NULL,NULL,NULL,2021-06-22,weixin,2000-01-01,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1f26b0000000001002dbd,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,22,NULL,NULL,NULL,2021-06-22,weixin,1994-01-01,1994,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1ce650000000001008a5f,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,20,NULL,NULL,NULL,2021-06-22,weixin,2003-01-01,2003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1f2cf000000000101f12b,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,0,1,22,NULL,8F14CF4D-BD33-45D2-81E9-8A4BB7F446B1,iOS,2021-06-22,weixin,1998-01-01,1998,6.95,iPhone XR,12.1.3,NULL,NULL,朔州,朔州,2,山西,山西,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1d13b00000000010041cf,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,20,NULL,NULL,NULL,2021-06-22,weixin,1998-01-01,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1cc8f0000000001000bc5,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,0,1,20,NULL,CCA94281-763E-42FE-BAC6-E1E67A5E6F5D,iOS,2021-06-22,weixin,1994-01-01,1994,6.95,iPhone 7,10.3.2,NULL,NULL,淄博,淄博,1,山东,山东,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1f008000000000101e3e1,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,0,1,22,NULL,9553C4E4-98C7-4AD3-BB84-B297EB4743AB,iOS,2021-06-22,weixin,2001-01-01,2001,6.95,iPhone XS Max,12.1.3,NULL,NULL,未知,未知,1,中国,中国,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1d77b000000000101f3c8,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,21,NULL,7A41388B-A45B-4AF4-AB1A-E30516BE08B0,iOS,2021-06-22,weixin,1996-01-01,1996,6.95,iPhone XS,12.3,NULL,NULL,江门,江门,1,广东,广东,普通用户组,,5bd6affda31c0d0001023868,20210622
60d2018a0000000001002f4a,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,0,1,23,NULL,DF68DBD7-15EB-4A74-A1C1-738CA63C2C60,iOS,2021-06-22,weixin,1998-01-01,1998,6.95,iPhone 7 Plus,10.2.1,NULL,NULL,邢台,邢台,1,河北,河北,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1d373000000000100495e,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,20,NULL,28BCF378-B4B9-461D-824F-1D6C07783325,iOS,2021-06-22,weixin,2001-01-01,2001,6.95,iPhone 7 Plus,10.2.1,NULL,NULL,大庆,大庆,1,黑龙江,黑龙江,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1c85a0000000001003d91,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,19,NULL,NULL,NULL,2021-06-22,weixin,1989-01-01,1989,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1e8da000000000100bad6,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,22,NULL,3586D5A7-3F50-4F9B-8308-307AEE7B2D7A,iOS,2021-06-22,weixin,1992-01-01,1992,6.95,iPhone XS Max,13.4,NULL,NULL,贵阳,贵阳,2,贵州,贵州,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1d77f0000000001005861,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,0,1,20,NULL,416BCFB0-F74D-450D-9317-C2AEECC80E0A,iOS,2021-06-22,weixin,1992-01-01,1992,6.95,iPhone 8,14.0,NULL,NULL,洛阳,洛阳,2,河南,河南,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1ca210000000001006a3a,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,19,NULL,NULL,NULL,2021-06-22,weixin,1996-01-01,1996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1d5ea0000000001002c59,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,20,NULL,NULL,NULL,2021-06-22,weixin,2001-01-01,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1df45000000000100140a,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,0,1,21,NULL,EC713611-C4D9-4DEC-B933-F95B1779E4BA,iOS,2021-06-22,weixin,2000-01-01,2000,6.95,iPhone 7 Plus,10.2.1,NULL,NULL,未知,未知,2,广西,广西,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1f0e30000000001004c1c,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,0,1,22,NULL,859086FE-5BA7-487E-802D-31FF31EC424F,iOS,2021-06-22,weixin,1993-01-01,1993,6.95,iPhone 11,14.0.1,NULL,NULL,惠州,惠州,1,广东,广东,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1ecf00000000001008dfa,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,22,NULL,NULL,NULL,2021-06-22,weixin,2005-01-01,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1b95a000000000100bab4,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,0,1,19,NULL,50245B7B-0073-4579-9E67-0A369DF15E1A,iOS,2021-06-22,weixin,1999-01-01,1999,6.95,iPhone 8,14.0,NULL,NULL,大同,大同,2,山西,山西,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1f384000000000100333a,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,0,1,22,NULL,09E038C9-D1F3-4A2A-8A10-786538E5E0D6,iOS,2021-06-22,weixin,2001-01-01,2001,6.95,iPhone XR,12.1.3,NULL,NULL,临汾,临汾,2,山西,山西,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1f9800000000001008526,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_engagement_num,0,1,23,NULL,E9306D3E-F4E7-41E0-A0C0-2363C21671D2,iOS,2021-06-22,weixin,2000-01-01,2000,6.95,iPhone XS Max,13.4,NULL,NULL,绥化,绥化,1,黑龙江,黑龙江,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1cff8000000000100177e,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,19,NULL,NULL,NULL,2021-06-22,weixin,1992-01-01,1992,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1ce7500000000010078ba,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,20,NULL,NULL,NULL,2021-06-22,weixin,1991-01-01,1991,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1f927000000000101cd34,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,23,NULL,NULL,NULL,2021-06-22,weixin,1995-01-01,1995,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1d236000000000101dfd5,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,20,NULL,A0F90A6E-4A7E-4775-BFD0-BA22DA7421A4,iOS,2021-06-22,weixin,1997-01-01,1997,6.95,iPhone 11 Pro Max,14.0,NULL,NULL,盘锦,盘锦,1,辽宁,辽宁,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1da33000000000101ff8a,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,21,NULL,19CE5FBD-6913-496D-936D-001CB1C78AF7,iOS,2021-06-22,weixin,1999-01-01,1999,6.95,iPhone 11 Pro Max,13.5.1,NULL,NULL,无锡,无锡,1,江苏,江苏,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1cca10000000001008434,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,20,NULL,C4A77438-E6A5-4CAF-A646-75C04C121CDC,iOS,2021-06-22,weixin,1997-01-01,1997,6.95,iPhone 7 Plus,10.2.1,NULL,NULL,滨州,滨州,1,山东,山东,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1e3620000000001004d4b,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,21,NULL,116B129C-2CE5-42C0-AD26-C4DC2A4633AC,iOS,2021-06-22,weixin,2001-01-01,2001,6.95,iPhone XS Max,13.4,NULL,NULL,洛阳,洛阳,1,河南,河南,普通用户组,,5bd6affda31c0d0001023868,20210622
60d1e8f2000000000100bb3e,60b8b18300000000010285a7,5,9,574,0.8107344632768362,0,ab_action_like,0,1,22,NULL,F237A8D7-EE15-4978-A9F2-9E6F41576AD3,iOS,2021-06-22,weixin,1993-01-01,1993,6.95,iPhone 7,10.3.1,NULL,NULL,宁德,宁德,1,福建,福建,普通用户组,,5bd6affda31c0d0001023868,20210622
